palabra,estado,información
ἀναστροφῆς,pendiente,
ἀναστροφῇ,pendiente,
ἀναστὰν,pendiente,
ἀναστὰς,pendiente,
ἀναστᾶσα,pendiente,
ἀναστῆναι,pendiente,
ἀναστῇ,pendiente,
ἀναστῶσιν,pendiente,
ἀνατάξασθαι,pendiente,
ἀνατέλλει,pendiente,
ἀνατέλλουσαν,pendiente,
ἀνατέταλκεν,pendiente,
ἀνατείλαντος,pendiente,
ἀνατείλῃ,pendiente,
ἀνατεθραμμένος,pendiente,
ἀνατολὴ,pendiente,
ἀνατολῆς,pendiente,
ἀνατολῇ,pendiente,
ἀνατολῶν,pendiente,
ἀνατρέπουσιν,pendiente,
ἀναφάναντες,pendiente,
ἀναφέρει,pendiente,
ἀναφέρειν,pendiente,
ἀναφέρωμεν,pendiente,
ἀναφαίνεσθαι,pendiente,
ἀναχθέντες,pendiente,
ἀναχθῆναι,pendiente,
ἀναχωρήσαντες,pendiente,
ἀναχωρήσας,pendiente,
ἀναχωρεῖτε,pendiente,
ἀναχωρησάντων,pendiente,
ἀναψύξεως,pendiente,
ἀνδράσιν,pendiente,
ἀνδρέαν,pendiente,
ἀνδρέας,pendiente,
ἀνδρέου,pendiente,
ἀνδρέᾳ,pendiente,
ἀνδρί,pendiente,
ἀνδρίζεσθε,pendiente,
ἀνδραποδισταῖς,pendiente,
ἀνδροφόνοις,pendiente,
ἀνδρόνικον,pendiente,
ἀνδρός,pendiente,
ἀνδρὶ,pendiente,
ἀνδρὸς,pendiente,
ἀνδρῶν,pendiente,
ἀνείλατε,pendiente,
ἀνείλατο,pendiente,
ἀνείχεσθέ,pendiente,
ἀνεβάλετο,pendiente,
ἀνεβαίνομεν,pendiente,
ἀνεβόησεν,pendiente,
ἀνεγίνωσκεν,pendiente,
ἀνεγκλήτους,pendiente,
ἀνεγνωρίσθη,pendiente,
ἀνεζήτουν,pendiente,
ἀνεθάλετε,pendiente,
ἀνεθέμην,pendiente,
ἀνεθεμάτισαν,pendiente,
ἀνεθεματίσαμεν,pendiente,
ἀνεθρέψατο,pendiente,
ἀνεκάθισεν,pendiente,
ἀνεκδιηγήτῳ,pendiente,
ἀνεκλαλήτῳ,pendiente,
ἀνεκτότερον,pendiente,
ἀνελάβετε,pendiente,
ἀνελήμφθη,pendiente,
ἀνελεήμονας,pendiente,
ἀνελεῖ,pendiente,
ἀνελεῖν,pendiente,
ἀνεμιζομένῳ,pendiente,
ἀνεμνήσθη,pendiente,
ἀνενέγκαι,pendiente,
ἀνενέγκας,pendiente,
ἀνενεγκεῖν,pendiente,
ἀνεξίκακον,pendiente,
ἀνεξεραύνητα,pendiente,
ἀνεξιχνίαστοι,pendiente,
ἀνεξιχνίαστον,pendiente,
ἀνεπίλημπτοι,pendiente,
ἀνεπίλημπτον,pendiente,
ἀνεπαίσχυντον,pendiente,
ἀνεπλήρωσαν,pendiente,
ἀνεσπάσθη,pendiente,
ἀνεστράφημέν,pendiente,
ἀνεστράφημεν,pendiente,
ἀνεσχόμην,pendiente,
ἀνετάζειν,pendiente,
ἀνετάζεσθαι,pendiente,
ἀνετράφη,pendiente,
ἀνευθέτου,pendiente,
ἀνευρόντες,pendiente,
ἀνεφέρετο,pendiente,
ἀνεφώνησεν,pendiente,
ἀνεχόμεθα,pendiente,
ἀνεχόμενοι,pendiente,
ἀνεχώρησαν,pendiente,
ἀνεχώρησεν,pendiente,
ἀνεψιὸς,pendiente,
ἀνεῖλαν,pendiente,
ἀνεῖλεν,pendiente,
ἀνεῖλες,pendiente,
ἀνεῦραν,pendiente,
ἀνεῳγμένας,pendiente,
ἀνεῳγμένης,pendiente,
ἀνεῳγμένον,pendiente,
ἀνεῳγμένος,pendiente,
ἀνεῳγμένων,pendiente,
ἀνεῳγότα,pendiente,
ἀνεῳχθῆναι,pendiente,
ἀνεῴχθη,pendiente,
ἀνεῴχθησαν,pendiente,
ἀνηγγέλη,pendiente,
ἀνθ,pendiente,
ἀνθέξεται,pendiente,
ἀνθέστηκεν,pendiente,
ἀνθίστανται,pendiente,
ἀνθίστατο,pendiente,
ἀνθεστηκότες,pendiente,
ἀνθρακιὰν,pendiente,
ἀνθρωπάρεσκοι,pendiente,
ἀνθρωπίνης,pendiente,
ἀνθρωπίνων,pendiente,
ἀνθρωπίνῃ,pendiente,
ἀνθρωποκτόνος,pendiente,
ἀνθρώπινον,pendiente,
ἀνθρώπινος,pendiente,
ἀνθρώποις,pendiente,
ἀνθρώπου,pendiente,
ἀνθρώπους,pendiente,
ἀνθρώπων,pendiente,
ἀνθρώπῳ,pendiente,
ἀνθυπάτου,pendiente,
ἀνθυπάτῳ,pendiente,
ἀνθωμολογεῖτο,pendiente,
ἀνθύπατοί,pendiente,
ἀνθύπατον,pendiente,
ἀνθύπατος,pendiente,
ἀνιέντες,pendiente,
ἀνιστάμενος,pendiente,
ἀνοήτοις,pendiente,
ἀνοήτους,pendiente,
ἀνοίας,pendiente,
ἀνοίγει,pendiente,
ἀνοίγειν,pendiente,
ἀνοίγων,pendiente,
ἀνοίξαντες,pendiente,
ἀνοίξας,pendiente,
ἀνοίξει,pendiente,
ἀνοίξω,pendiente,
ἀνοίξωσιν,pendiente,
ἀνοίξῃ,pendiente,
ἀνοιγ,pendiente,
ἀνοιγήσεται,pendiente,
ἀνοιγῶσιν,pendiente,
ἀνοικοδομήσω,pendiente,
ἀνομία,pendiente,
ἀνομίαι,pendiente,
ἀνομίαν,pendiente,
ἀνομίας,pendiente,
ἀνομίᾳ,pendiente,
ἀνομιῶν,pendiente,
ἀνορθώσατε,pendiente,
ἀνορθώσω,pendiente,
ἀνοσίοις,pendiente,
ἀνοχῆς,pendiente,
ἀνοχῇ,pendiente,
ἀνοῖξαι,pendiente,
ἀντάλλαγμα,pendiente,
ἀντέλεγον,pendiente,
ἀντέστη,pendiente,
ἀντέστην,pendiente,
ἀντέστησαν,pendiente,
ἀντέχεσθε,pendiente,
ἀντίδικος,pendiente,
ἀντίκειται,pendiente,
ἀντίλυτρον,pendiente,
ἀντίστητε,pendiente,
ἀντίτυπα,pendiente,
ἀντίτυπον,pendiente,
ἀντίχριστοι,pendiente,
ἀντίχριστος,pendiente,
ἀνταγωνιζόμενοι,pendiente,
ἀνταναπληρῶ,pendiente,
ἀνταποδοθήσεται,pendiente,
ἀνταποδοῦναί,pendiente,
ἀνταποδοῦναι,pendiente,
ἀνταποδώσω,pendiente,
ἀνταποκριθῆναι,pendiente,
ἀνταποκρινόμενος,pendiente,
ἀνταπόδομά,pendiente,
ἀνταπόδομα,pendiente,
ἀνταπόδοσιν,pendiente,
ἀντειπεῖν,pendiente,
ἀντελάβετο,pendiente,
ἀντελοιδόρει,pendiente,
ἀντεχόμενον,pendiente,
ἀντι,pendiente,
ἀντιβάλλετε,pendiente,
ἀντιδίκου,pendiente,
ἀντιδίκῳ,pendiente,
ἀντιδιατιθεμένους,pendiente,
ἀντιθέσεις,pendiente,
ἀντικαλέσωσίν,pendiente,
ἀντικατέστητε,pendiente,
ἀντικείμενοι,pendiente,
ἀντικείμενος,pendiente,
ἀντικειμένων,pendiente,
ἀντικειμένῳ,pendiente,
ἀντιλέγει,pendiente,
ἀντιλέγεται,pendiente,
ἀντιλέγοντα,pendiente,
ἀντιλέγοντας,pendiente,
ἀντιλήμψεις,pendiente,
ἀντιλαμβάνεσθαι,pendiente,
ἀντιλαμβανόμενοι,pendiente,
ἀντιλεγόμενον,pendiente,
ἀντιλεγόντων,pendiente,
ἀντιλογίαν,pendiente,
ἀντιλογίας,pendiente,
ἀντιλογίᾳ,pendiente,
ἀντιμετρηθήσεται,pendiente,
ἀντιμισθίαν,pendiente,
ἀντιοχέα,pendiente,
ἀντιοχείας,pendiente,
ἀντιοχείᾳ,pendiente,
ἀντιπέρα,pendiente,
ἀντιπίπτετε,pendiente,
ἀντιπαρῆλθεν,pendiente,
ἀντιπατρίδα,pendiente,
ἀντιπᾶς,pendiente,
ἀντιστρατευόμενον,pendiente,
ἀντιστῆναι,pendiente,
ἀντιτάσσεται,pendiente,
ἀντιτασσομένων,pendiente,
ἀντιτασσόμενος,pendiente,
ἀντιχρίστου,pendiente,
ἀντιόχειαν,pendiente,
ἀντλήσατε,pendiente,
ἀντλεῖν,pendiente,
ἀντλῆσαι,pendiente,
ἀντοφθαλμεῖν,pendiente,
ἀντὶ,pendiente,
ἀνυποκρίτου,pendiente,
ἀνυποκρίτῳ,pendiente,
ἀνυποτάκτοις,pendiente,
ἀνυπόκριτον,pendiente,
ἀνυπόκριτος,pendiente,
ἀνυπότακτα,pendiente,
ἀνυπότακτοι,pendiente,
ἀνυπότακτον,pendiente,
ἀνωρθώθη,pendiente,
ἀνωτερικὰ,pendiente,
ἀνωφελές,pendiente,
ἀνωφελεῖς,pendiente,
ἀνόητοί,pendiente,
ἀνόητοι,pendiente,
ἀνόμοις,pendiente,
ἀνόμους,pendiente,
ἀνόμων,pendiente,
ἀνόμως,pendiente,
ἀνόσιοι,pendiente,
ἀνύδρων,pendiente,
ἀνώτερον,pendiente,
ἀνὰ,pendiente,
ἀνὴρ,pendiente,
ἀνῃρέθη,pendiente,
ἀνῆκεν,pendiente,
ἀνῆκον,pendiente,
ἀνῆλθεν,pendiente,
ἀνῆλθον,pendiente,
ἀνῶ,pendiente,
ἀξία,pendiente,
ἀξίνη,pendiente,
ἀξίους,pendiente,
ἀξίως,pendiente,
ἀξιούσθωσαν,pendiente,
ἀξιοῦμεν,pendiente,
ἀξιωθήσεται,pendiente,
ἀξιώσῃ,pendiente,
ἀοράτου,pendiente,
ἀοράτῳ,pendiente,
ἀπ,pendiente,
ἀπάγαγε,pendiente,
ἀπάγγειλον,pendiente,
ἀπάγετε,pendiente,
ἀπάγουσα,pendiente,
ἀπάντησιν,pendiente,
ἀπάταις,pendiente,
ἀπάτη,pendiente,
ἀπάτης,pendiente,
ἀπάτωρ,pendiente,
ἀπάτῃ,pendiente,
ἀπέβησαν,pendiente,
ἀπέβλεπεν,pendiente,
ἀπέδειξεν,pendiente,
ἀπέδετο,pendiente,
ἀπέδοντο,pendiente,
ἀπέδοσθε,pendiente,
ἀπέδωκεν,pendiente,
ἀπέθανεν,pendiente,
ἀπέθανον,pendiente,
ἀπέθεντο,pendiente,
ἀπέθετο,pendiente,
ἀπέθνῃσκεν,pendiente,
ἀπέκοψαν,pendiente,
ἀπέκοψεν,pendiente,
ἀπέκρυψας,pendiente,
ἀπέκτειναν,pendiente,
ἀπέκτεινεν,pendiente,
ἀπέλαβεν,pendiente,
ἀπέλαβες,pendiente,
ἀπέλθητε,pendiente,
ἀπέλθω,pendiente,
ἀπέλθωσιν,pendiente,
ἀπέλθῃ,pendiente,
ἀπέλιπον,pendiente,
ἀπέλιπόν,pendiente,
ἀπέλυεν,pendiente,
ἀπέλυσαν,pendiente,
ἀπέλυσεν,pendiente,
ἀπέναντι,pendiente,
ἀπέπεσαν,pendiente,
ἀπέπλευσαν,pendiente,
ἀπέπνιξαν,pendiente,
ἀπέρχεσθαι,pendiente,
ἀπέρχῃ,pendiente,
ἀπέσπασεν,pendiente,
ἀπέσταλκέν,pendiente,
ἀπέσταλκα,pendiente,
ἀπέσταλκαν,pendiente,
ἀπέσταλκεν,pendiente,
ἀπέστειλέν,pendiente,
ἀπέστειλα,pendiente,
ἀπέστειλαν,pendiente,
ἀπέστειλας,pendiente,
ἀπέστειλεν,pendiente,
ἀπέστη,pendiente,
ἀπέστησαν,pendiente,
ἀπέστησεν,pendiente,
ἀπέχει,pendiente,
ἀπέχεσθαι,pendiente,
ἀπέχεσθε,pendiente,
ἀπέχετε,pendiente,
ἀπέχοντος,pendiente,
ἀπέχουσαν,pendiente,
ἀπέχουσιν,pendiente,
ἀπέχω,pendiente,
ἀπέχῃς,pendiente,
ἀπήγαγον,pendiente,
ἀπήγγειλαν,pendiente,
ἀπήγγειλεν,pendiente,
ἀπήγγελλον,pendiente,
ἀπήγξατο,pendiente,
ἀπήλασεν,pendiente,
ἀπήνεγκέν,pendiente,
ἀπήνεγκαν,pendiente,
ἀπήντησαν,pendiente,
ἀπίστοις,pendiente,
ἀπίστου,pendiente,
ἀπίστων,pendiente,
ἀπαίτει,pendiente,
ἀπαγαγὼν,pendiente,
ἀπαγγέλλομεν,pendiente,
ἀπαγγέλλοντας,pendiente,
ἀπαγγέλλοντες,pendiente,
ἀπαγγέλλουσιν,pendiente,
ἀπαγγέλλων,pendiente,
ἀπαγγείλατέ,pendiente,
ἀπαγγείλατε,pendiente,
ἀπαγγελεῖ,pendiente,
ἀπαγγελῶ,pendiente,
ἀπαγγεῖλαί,pendiente,
ἀπαγγεῖλαι,pendiente,
ἀπαγομένους,pendiente,
ἀπαγόμενοι,pendiente,
ἀπαιδεύτους,pendiente,
ἀπαιτοῦσιν,pendiente,
ἀπαλλάξῃ,pendiente,
ἀπαλλάσσεσθαι,pendiente,
ἀπαντήσει,pendiente,
ἀπαράβατον,pendiente,
ἀπαρασκευάστους,pendiente,
ἀπαρθῇ,pendiente,
ἀπαρνήσομαι,pendiente,
ἀπαρνήσῃ,pendiente,
ἀπαρνηθήσεται,pendiente,
ἀπαρνησάσθω,pendiente,
ἀπαρτισμόν,pendiente,
ἀπαρχήν,pendiente,
ἀπαρχὴ,pendiente,
ἀπαρχὴν,pendiente,
ἀπατάτω,pendiente,
ἀπατῶν,pendiente,
ἀπαχθῆναι,pendiente,
ἀπαύγασμα,pendiente,
ἀπείθειαν,pendiente,
ἀπείραστός,pendiente,
ἀπεδέξαντο,pendiente,
ἀπεδέξατο,pendiente,
ἀπεδέχετο,pendiente,
ἀπεδήμησεν,pendiente,
ἀπεδίδουν,pendiente,
ἀπεδοκίμασαν,pendiente,
ἀπεδοκιμάσθη,pendiente,
ἀπεθάνετε,pendiente,
ἀπεθάνομεν,pendiente,
ἀπειθήσαντες,pendiente,
ἀπειθήσασίν,pendiente,
ἀπειθήσασιν,pendiente,
ἀπειθείας,pendiente,
ἀπειθείᾳ,pendiente,
ἀπειθεῖς,pendiente,
ἀπειθούντων,pendiente,
ἀπειθοῦντα,pendiente,
ἀπειθοῦντες,pendiente,
ἀπειθοῦσιν,pendiente,
ἀπειθὴς,pendiente,
ἀπειθῶν,pendiente,
ἀπειλήν,pendiente,
ἀπειλησώμεθα,pendiente,
ἀπειλὰς,pendiente,
ἀπειλῆς,pendiente,
ἀπειπάμεθα,pendiente,
ἀπεκάλυψέν,pendiente,
ἀπεκάλυψας,pendiente,
ἀπεκάλυψεν,pendiente,
ἀπεκαλύφθη,pendiente,
ἀπεκατέστη,pendiente,
ἀπεκατεστάθη,pendiente,
ἀπεκδέχεται,pendiente,
ἀπεκδεχομένοις,pendiente,
ἀπεκδεχομένους,pendiente,
ἀπεκδεχόμεθα,pendiente,
ἀπεκδεχόμενοι,pendiente,
ἀπεκδυσάμενοι,pendiente,
ἀπεκδυσάμενος,pendiente,
ἀπεκδύσει,pendiente,
ἀπεκεφάλισα,pendiente,
ἀπεκεφάλισεν,pendiente,
ἀπεκρίθη,pendiente,
ἀπεκρίθην,pendiente,
ἀπεκρίθης,pendiente,
ἀπεκρίθησαν,pendiente,
ἀπεκρίνατο,pendiente,
ἀπεκτάνθη,pendiente,
ἀπεκτάνθησαν,pendiente,
ἀπεκτείνατε,pendiente,
ἀπεκύησεν,pendiente,
ἀπεκύλισεν,pendiente,
ἀπελήλυθεν,pendiente,
ἀπελεγμὸν,pendiente,
ἀπελευσόμεθα,pendiente,
ἀπελεύθερος,pendiente,
ἀπελεύσομαι,pendiente,
ἀπελεύσονται,pendiente,
ἀπεληλύθεισαν,pendiente,
ἀπελθεῖν,pendiente,
ἀπελθοῦσα,pendiente,
ἀπελθοῦσαι,pendiente,
ἀπελθόντες,pendiente,
ἀπελθόντι,pendiente,
ἀπελθόντων,pendiente,
ἀπελθὼν,pendiente,
ἀπελλῆν,pendiente,
ἀπελογεῖτο,pendiente,
ἀπελούσασθε,pendiente,
ἀπελπίζοντες,pendiente,
ἀπελύθησαν,pendiente,
ἀπελύοντο,pendiente,
ἀπενίψατο,pendiente,
ἀπενεγκεῖν,pendiente,
ἀπενεχθῆναι,pendiente,
ἀπεξεδέχετο,pendiente,
ἀπεπλανήθησαν,pendiente,
ἀπεπνίγη,pendiente,
ἀπεράντοις,pendiente,
ἀπερίτμητοι,pendiente,
ἀπερισπάστως,pendiente,
ἀπερχομένων,pendiente,
ἀπεσπάσθη,pendiente,
ἀπεστάλη,pendiente,
ἀπεστάλην,pendiente,
ἀπεστάλκαμεν,pendiente,
ἀπεστάλκατε,pendiente,
ἀπεστέγασαν,pendiente,
ἀπεσταλμένοι,pendiente,
ἀπεσταλμένος,pendiente,
ἀπεσταλμένους,pendiente,
ἀπεστερημένος,pendiente,
ἀπεστερημένων,pendiente,
ἀπεστράφησάν,pendiente,
ἀπεφθέγξατο,pendiente,
ἀπεχωρίσθη,pendiente,
ἀπεῖχεν,pendiente,
ἀπηγγέλη,pendiente,
ἀπηλγηκότες,pendiente,
ἀπηλλάχθαι,pendiente,
ἀπηλλοτριωμένοι,pendiente,
ἀπηλλοτριωμένους,pendiente,
ἀπησπασάμεθα,pendiente,
ἀπιστήσας,pendiente,
ἀπιστία,pendiente,
ἀπιστίαν,pendiente,
ἀπιστίας,pendiente,
ἀπιστίᾳ,pendiente,
ἀπιστούντων,pendiente,
ἀπιστοῦμεν,pendiente,
ἀπιστοῦσιν,pendiente,
ἀπο,pendiente,
ἀποβάλητε,pendiente,
ἀποβάντες,pendiente,
ἀποβήσεται,pendiente,
ἀποβαλὼν,pendiente,
ἀποβολὴ,pendiente,
ἀπογεγραμμένων,pendiente,
ἀπογενόμενοι,pendiente,
ἀπογράφεσθαι,pendiente,
ἀπογράψασθαι,pendiente,
ἀπογραφὴ,pendiente,
ἀπογραφῆς,pendiente,
ἀποδέξασθαι,pendiente,
ἀποδίδωμι,pendiente,
ἀποδίδωσιν,pendiente,
ἀποδείξει,pendiente,
ἀποδεδειγμένον,pendiente,
ἀποδεδοκιμασμένον,pendiente,
ἀποδεικνύντα,pendiente,
ἀποδεκατοῦν,pendiente,
ἀποδεκατοῦτε,pendiente,
ἀποδεκατῶ,pendiente,
ἀποδεξάμενοι,pendiente,
ἀποδεξάμενος,pendiente,
ἀποδεχόμεθα,pendiente,
ἀποδεῖξαι,pendiente,
ἀποδημῶν,pendiente,
ἀποδιδοῦν,pendiente,
ἀποδιδόναι,pendiente,
ἀποδιδόντες,pendiente,
ἀποδιδότω,pendiente,
ἀποδιορίζοντες,pendiente,
ἀποδοθῆναι,pendiente,
ἀποδοκιμασθῆναι,pendiente,
ἀποδοχῆς,pendiente,
ἀποδοὺς,pendiente,
ἀποδοῦναι,pendiente,
ἀποδώσει,pendiente,
ἀποδώσεις,pendiente,
ἀποδώσοντες,pendiente,
ἀποδώσουσιν,pendiente,
ἀποδώσω,pendiente,
ἀποδῷ,pendiente,
